hEntrez	humanSymbol	mouse_symbols	log2fc	log2fc_mean	adj_p_value	n_mouse_map	sign_flip	study	strict	sensitivity	unique_mapping
http://www.ncbi.nlm.nih.gov/gene/57414		Rhbdd2	0.8499	0.8499	0.00594573	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/120103		Slc36a4	0.8489	0.8489	0.000610716	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/4609		Myc	0.8481	0.8481	0.0194361	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/54915		Ythdf1	0.8458	0.8458	0.000511186	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/64077		Lhpp	0.8455	0.8455	0.0023616	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/284723		Slc25a34	0.8443	0.8443	5.67339e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/25917		Thumpd3	0.8436	0.8436	5.47827e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/56980		Prdm10	-0.8434	-0.8434	0.000174211	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/4093		Smad9	0.8425	0.8425	0.00102272	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/157		Grk3	0.8417	0.8417	0.000581809	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/3638		Insig1	-0.8396	-0.8396	0.000244525	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/89978		Dph6	0.8392	0.8392	4.25563e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/254827		Naaladl2	0.8375	0.8375	0.0143614	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/5468		Pparg	0.8374	0.8374	0.0136486	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/23130		Atg2a	0.8366	0.8366	4.1191e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/2819		Gpd1	0.8339	0.8339	0.000118163	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/441608		Olfr1442	0.8325	0.8325	0.0228973	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/5168		Enpp2	0.8322	0.8322	0.0102346	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55844		Ppp2r2d	0.832	0.832	0.000259012	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/8402		Slc25a11	0.8313	0.8313	0.0012664	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55316		Rsad1	0.8311	0.8311	8.26705e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/552		Avpr1a	-0.8294	-0.8294	0.00260285	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/27115		Pde7b	0.829	0.829	0.00548454	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/2104		Esrrg	0.828	0.828	0.00050042	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/574508		Mir505	-0.8278	-0.8278	0.0779433	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/7326		Ube2g1	0.8268	0.8268	0.000516795	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/1368		Cpm	0.8251	0.8251	0.00111043	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/337876		Chsy3	-0.825	-0.825	0.00042116	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/84545		Mrpl43	0.824	0.824	0.00166006	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/92305		Tmem129	0.8238	0.8238	0.0499753	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/9380		Grhpr	0.8231	0.8231	1.79266e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/5518		Ppp2r1a	0.8229	0.8229	5.55622e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/116844		Lrg1	0.8225	0.8225	0.00245927	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/26973		Chordc1	-0.8223	-0.8223	7.56811e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/5618		Prlr	-0.822	-0.822	0.0277158	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/51104		Abhd17b	0.8218	0.8218	0.000233953	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/221938		Mmd2	0.8216	0.8216	0.0121218	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/7520		Xrcc5	0.8215	0.8215	0.00124385	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/50650		Arhgef3	0.8214	0.8214	3.37192e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/978		Cda	0.8205	0.8205	0.000329533	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/155061		Zfp746	0.8177	0.8177	5.55622e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/585		Bbs4	0.8174	0.8174	0.00175529	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/54928		Bpnt2	0.8162	0.8162	0.00102958	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/22803		Xrn2	0.8159	0.8159	3.97431e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/11343		Mgll	0.815	0.815	2.69788e-06	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/9334		B4galt5	-0.8145	-0.8145	0.00275522	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/51166		Aadat	0.8138	0.8138	5.06028e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/1831		Tsc22d3	-0.8125	-0.8125	5.55622e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/9949		Ammecr1	0.8111	0.8111	0.00167369	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/152559		Paqr3	0.8107	0.8107	3.37201e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/1374		Cpt1a	0.8105	0.8105	7.16211e-06	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/5152		Pde9a	-0.8101	-0.8101	0.00159658	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/122704		Mrpl52	0.8095	0.8095	0.00386051	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/5288		Pik3c2g	0.8081	0.8081	0.00822936	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/5819		Nectin2	0.8075	0.8075	1.76823e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/23683		Prkd3	-0.8046	-0.8046	0.000136697	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/23351		Khnyn	-0.8043	-0.8043	0.000719007	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/51106		Tfb1m	0.8042	0.8042	0.000660642	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/79956		Ermp1	0.8041	0.8041	0.00112688	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/10891		Ppargc1a	0.804	0.804	0.0959351	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/29889		Gnl2	0.8029	0.8029	8.23293e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55486		Parl	0.8022	0.8022	0.000120305	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/84296		Gins4	0.7994	0.7994	0.00161759	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/9962		Slc23a2	0.7993	0.7993	7.07399e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/225		Abcd2	0.7993	0.7993	0.00852892	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/4026		Lpp	0.799	0.799	0.00903606	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/9317		Pter	-0.7985	-0.7985	5.61684e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/160335		Tmtc2	0.7984	0.7984	0.000160725	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/64848		Ythdc2	0.7981	0.7981	0.00126586	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/122970		Acot4	0.7965	0.7965	0.000164699	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/7507		Xpa	0.7927	0.7927	0.00021649	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/134430		Wdr36	0.7925	0.7925	0.000847771	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/140460		Asb7	0.7919	0.7919	0.0022925	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/7879		Rab7	0.7917	0.7917	0.091654	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/29948		Osgin1	-0.7912	-0.7912	0.0191164	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/2134		Extl1	0.7903	0.7903	6.64997e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/79817		Mob3b	0.7896	0.7896	0.00284172	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/79080		Ccdc86	0.7895	0.7895	0.000528475	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/57205		Atp10d	0.7895	0.7895	8.68743e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55144		Lrrc8d	0.7889	0.7889	1.75524e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/653604		H3c15	-0.7886	-0.7886	0.001613	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/333932		H3c15	-0.7886	-0.7886	0.001613	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/8034		Slc25a16	0.7886	0.7886	0.00070904	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/126961		H3c15	-0.7886	-0.7886	0.001613	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/3953		Lepr	0.7885	0.7885	0.040891	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/10613		Erlin1	-0.7878	-0.7878	0.001613	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/286097		Micu3	0.7876	0.7876	0.00086894	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/5727		Ptch1	-0.785	-0.785	3.7007e-06	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/11181		Treh	0.7842	0.7842	0.00263754	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/11170		Fam107a	0.7837	0.7837	0.00233274	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/9491		Psmf1	0.7836	0.7836	0.000322519	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/271		Ampd2	-0.7828	-0.7828	0.000583388	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/57129		Mrpl47	0.781	0.781	0.00154635	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/54494		Gm5617	0.7805	0.7805	0.00628028	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/11237		Rnf24	0.7802	0.7802	0.000688686	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55299		Brix1	0.779	0.779	0.00102779	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/5071		Prkn	0.779	0.779	0.000476472	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/64225		Atl2	0.7773	0.7773	2.73258e-06	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/116068		Lysmd3	0.7761	0.7761	0.000456665	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/1946		Efna5	0.7746	0.7746	1.81825e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/2288		Fkbp4	-0.7746	-0.7746	2.38579e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/10144		Fam13a	-0.7737	-0.7737	0.00263924	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/117246		Ftsj3	0.7732	0.7732	0.00057776	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/79979		Trmt2b	0.7715	0.7715	0.000515411	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/8323		Fzd6	0.7694	0.7694	0.000892881	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/8344		H2bc4	-0.7691	-0.7691	0.000471744	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/8349		H2bc4	-0.7691	-0.7691	0.000471744	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/8339		H2bc4	-0.7691	-0.7691	0.000471744	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/3017		H2bc4|H2bc9	-0.7691	-0.6483	0.000471744	2	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/8347		H2bc4	-0.7691	-0.7691	0.000471744	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/8346		H2bc4	-0.7691	-0.7691	0.000471744	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/8343		H2bc4	-0.7691	-0.7691	0.000471744	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/196074		Mettl15	0.7687	0.7687	0.0140468	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/100130758		Mettl15	0.7687	0.7687	0.0140468	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/55657		Zfp692	-0.7685	-0.7685	0.00116572	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/27348		Tor1b	0.7678	0.7678	8.26705e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/51301		Gcnt4	0.7668	0.7668	0.000523115	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/8409		Uxt	0.7668	0.7668	0.00685553	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/147798		Tmc4	-0.7658	-0.7658	0.00448413	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/10786		Slc17a3	-0.7657	-0.7657	0.000890675	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/8324		Fzd7	0.7653	0.7653	0.00050042	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/79644		Srd5a3	0.7647	0.7647	0.00474932	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/84102		Slc41a2	-0.7646	-0.7646	0.0133667	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/169714		Qsox2	0.763	0.763	0.000889009	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/57150		Smim8	0.7628	0.7628	0.00450995	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55916		Nxt2	0.7617	0.7617	0.000766996	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/23154		Ncdn	0.761	0.761	8.23293e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/11194		Abcb8	0.7608	0.7608	0.000277394	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/9963		Slc23a1	0.7606	0.7606	0.0268886	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55033		Fkbp14	0.7602	0.7602	0.00196744	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/91869		Rft1	0.7599	0.7599	0.00112594	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/284904		Sec14l4	0.7597	0.7597	0.000365501	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/10455		Eci2	0.757	0.757	5.96944e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55973		Bcap29	0.757	0.757	0.00302448	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/8666		Eif3g	0.7569	0.7569	0.000380186	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/81579		Pla2g12a	0.7544	0.7544	0.000495032	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/4682		Nubp1	0.7542	0.7542	0.00103427	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/51196		Plce1	0.754	0.754	0.001204	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/225689		Mapk15	-0.754	-0.754	0.000768763	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/7325		Ube2e2	0.7536	0.7536	8.48112e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/10978		Clp1	0.7533	0.7533	0.000332032	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/4780		Nfe2l2	-0.7528	-0.7528	0.000102082	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/84640		Usp38	0.7528	0.7528	0.000206899	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/343		Aqp8	-0.7523	-0.7523	0.0776172	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/51141		Insig2	0.7521	0.7521	0.000342147	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/27134		Tjp3	-0.7518	-0.7518	0.0191699	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/57561		Arrdc3	-0.7517	-0.7517	0.0818313	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/5889		Rad51c	-0.7507	-0.7507	0.00793562	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/84946		Ltv1	0.7504	0.7504	0.000221426	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/114926		Smim19	0.7504	0.7504	0.000296944	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/3491		Ccn1	-0.749	-0.749	0.00965216	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/23229		Arhgef9	0.7485	0.7485	0.0042753	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/10944		1110004F10Rik	0.7483	0.7483	0.0014038	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/219621		Cabcoco1	0.7477	0.7477	0.00978586	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/259236		Tmie	-0.7453	-0.7453	0.00578412	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/347735		Serinc2	0.745	0.745	0.00364397	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/171389		Nlrp6	-0.7444	-0.7444	0.000905135	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/22930		Rab3gap1	0.743	0.743	0.000159069	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/84647		Pla2g12b	0.7429	0.7429	0.00167741	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/65260		Coa7	0.7422	0.7422	0.000185004	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55559		Haus7	0.7421	0.7421	0.0558652	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/51507		Rtf2	0.7408	0.7408	1.75524e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/387597		Ildr2	0.7398	0.7398	0.0220939	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/54606		Ddx56	0.7397	0.7397	0.000322519	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/10954		Pdia5	-0.7393	-0.7393	0.000111155	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/9871		Sec24d	0.7381	0.7381	0.000143069	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/6734		Srpr	0.738	0.738	0.00019239	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/9204		Zmym6	-0.7376	-0.7376	0.000128864	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/64172		Osgepl1	0.7367	0.7367	0.00120829	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/8473		Ogt	-0.7367	-0.7367	0.00628028	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/57408		Lrtm1	0.7367	0.7367	0.0590922	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/7083		Tk1	-0.7356	-0.7356	0.00324566	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/8694		Dgat1	0.7354	0.7354	0.000231916	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/7417		Vdac2	0.7348	0.7348	0.00102272	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/160857		Ccdc122	0.7343	0.7343	0.0523803	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/389668		Xkr9	0.7343	0.7343	0.0107101	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/376497		Slc27a1	0.7335	0.7335	0.000652913	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/51520		Lars	0.7328	0.7328	1.85502e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/10307		Apbb3	0.7328	0.7328	0.00280861	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/6513		Slc2a1	0.732	0.732	0.00010537	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/6574		Slc20a1	0.7315	0.7315	0.00159658	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/549		Auh	0.7304	0.7304	0.00244336	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/133522		Ppargc1b	0.7303	0.7303	0.00019239	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/148534		Tlcd4	0.7297	0.7297	7.2623e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/8470		Sorbs2	-0.7291	-0.7291	6.64997e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/79887		Plbd1	0.7287	0.7287	0.000155501	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/79691		Qtrt2	0.728	0.728	0.000121205	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/253039		Cutal	-0.7279	-0.7279	5.55622e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/10484		Sec23a	0.7271	0.7271	5.55622e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/4793		Nfkbib	0.7269	0.7269	0.00050042	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/50640		Pnpla8	0.7268	0.7268	0.000246517	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/84263		Hsdl2	0.7268	0.7268	0.000140772	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/211		Alas1	0.7267	0.7267	0.0502266	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/153328		Slc25a48	0.7266	0.7266	0.00570375	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55062		Wipi1	0.7256	0.7256	0.00246775	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/5825		Abcd3	0.7255	0.7255	9.4497e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/10246		Slc17a2	-0.7247	-0.7247	0.00140525	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/8630		Hsd17b6	0.7235	0.7235	0.0801775	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/129563		Dis3l2	0.7226	0.7226	0.00316844	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/9117		Sec22c	0.7216	0.7216	0.00498588	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/10350		Abca9	-0.7214	-0.7214	0.0035641	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/81562		Lman2l	-0.7214	-0.7214	0.00033352	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/10565		Arfgef1	0.7211	0.7211	0.011216	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/118987		Pdzd8	0.721	0.721	0.00135159	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/22941		Shank2	-0.7203	-0.7203	0.0028714	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/64241		Abcg8	0.7195	0.7195	0.000475725	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/3553		Il1b	-0.7194	-0.7194	0.00799851	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/29121		Clec2d|Clec2g	-0.7193	-0.5266	0.000470309	2	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/1315		Copb1	0.718	0.718	4.57795e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/114112		Txnrd3	0.7176	0.7176	0.00199239	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/9811		Ctif	0.7174	0.7174	0.000486363	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55142		Haus2	0.7168	0.7168	0.0057976	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/197322		Acsf3	0.7164	0.7164	0.000130223	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/64750		Smurf2	0.7162	0.7162	0.0156481	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/56255		Tmx4	0.7152	0.7152	0.00188542	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/4234		Mettl1	0.7148	0.7148	0.000341147	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/83752		Lonp2	0.7144	0.7144	6.85542e-06	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/10598		Ahsa1	-0.7134	-0.7134	5.55622e-05	1	False	OSD-25	False	True	True
